obj_key,obj_subprg,Кодзадачи,ДатаНачалаЗадачи,Статуспоэкспертизе,Экспертиза,season,Скорость,Кол-во рабочих,Генподрядчик,Генпроектировщик,Площадь,2023-01-17,2023-01-23,2023-02-06,2023-02-13,2023-02-20,2023-02-27,2023-03-06,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-24,2023-05-02,2023-05-10,2023-05-15,2023-05-22,2023-05-29,y
019-0473,3,4.8,738256,0,0,2,0.7575757575757576,0,10,14,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,171
019-0473,3,4.9,738084,0,0,4,0.7575757575757576,0,10,14,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,405
019-0473,3,5,738210,0,0,2,0.7575757575757576,0,10,14,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,307
019-0473,3,5.11,738504,0,0,1,0.7575757575757576,0,10,14,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0473,3,7.1,738438,0,0,4,0.7575757575757576,0,10,14,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66
019-0473,3,7.1.8,738480,0,0,4,0.7575757575757576,0,10,14,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24
019-0473,3,7.4,738512,0,0,1,0.7575757575757576,0,10,14,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6
019-0473,3,8,738519,0,0,1,0.0,0,10,14,11507.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
019-0474,3,1,737271,0,0,3,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,749
019-0474,3,1.4.2,737571,0,0,2,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,13
019-0474,3,3,737528,0,0,2,0.75,281,13,17,0.0,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1144
019-0474,3,3.1,737528,0,0,2,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95
019-0474,3,3.11,738208,0,0,3,0.7575757575757576,281,13,17,0.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,254
019-0474,3,3.13,738034,0,0,4,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,369
019-0474,3,3.15,738208,0,0,2,0.7575757575757576,281,13,17,0.0,95,97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,407
019-0474,3,3.3,737588,0,0,2,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,13
019-0474,3,3.8,738018,0,0,3,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60
019-0474,3,4,737811,0,0,1,1.1785714285714286,279,13,17,0.0,94,94,95,95,95,95,93,93,93,93,99,99,99,99,99,99,99,99,99,890
019-0474,3,4.1.1,738536,0,0,2,0.7575757575757576,281,13,17,0.0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,2
019-0474,3,4.10,738475,0,0,4,0.8,281,13,17,0.0,47,47,51,51,55,55,49,49,49,49,86,87,88,93,94,97,96,100,97,184
019-0474,3,4.11,738104,0,0,4,0.7575757575757576,281,13,17,0.0,98,98,98,98,98,98,98,98,98,98,100,100,100,100,100,100,100,100,100,506
019-0474,3,4.12,738344,0,0,3,1.1428571428571428,279,13,17,0.0,72,72,72,72,72,72,69,70,70,70,90,90,92,93,92,94,94,94,96,327
019-0474,3,4.2,737811,0,0,1,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,114
019-0474,3,4.3,737888,0,0,2,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,69
019-0474,3,4.4,737927,0,0,2,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,227
019-0474,3,4.5,738127,0,0,1,0.7575757575757576,281,13,17,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,322
019-0474,3,4.6,738204,0,0,1,0.7575757575757576,281,13,17,0.0,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,100,436
019-0474,3,4.7,738232,0,0,2,0.7575757575757576,281,13,17,0.0,95,95,96,96,96,96,95,95,95,95,100,100,100,100,100,100,100,100,100,378
019-0474,3,4.8,738515,0,0,1,0.8,281,13,17,0.0,7,7,10,10,10,10,10,10,10,10,73,79,85,91,94,100,100,100,96,125
019-0474,3,4.9,738056,0,0,4,0.7575757575757576,281,13,17,0.0,98,98,98,98,98,98,98,98,98,98,100,100,100,100,100,100,100,100,100,554
019-0474,3,5,737584,0,0,2,0.5847457627118644,281,13,17,0.0,14,14,40,38,42,42,47,47,52,53,52,51,55,57,66,69,69,64,63,1089
019-0474,3,5.11,738603,0,0,3,0.0,281,13,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
019-0474,3,7.1,738607,0,0,2,0.0,281,13,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
019-0474,3,7.1.8,738623,0,0,2,0.0,281,13,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
019-0474,3,7.4,738629,0,0,2,0.0,281,13,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
019-0474,3,8,738641,0,0,2,0.0,281,13,17,11561.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
019-0475,3,1,737248,0,0,3,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1062
019-0475,3,3,737318,0,0,4,0.75,213,14,18,0.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1383
019-0475,3,3.1,737563,0,0,2,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0475,3,3.11,737431,0,0,1,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,410
019-0475,3,3.13,738552,1,0,2,0.7575757575757576,213,14,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
019-0475,3,3.15,737822,0,0,2,0.75,213,14,18,0.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,879
019-0475,3,3.3,737464,0,0,2,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19
019-0475,3,3.8,737962,0,0,2,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,147
019-0475,3,4,737699,0,0,4,0.776,213,14,18,0.0,75,77,79,80,81,81,82,82,84,86,90,90,90,93,95,96,96,97,96,987
019-0475,3,4.1.1,738266,0,0,2,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5
019-0475,3,4.10,738595,0,0,2,0.0,213,14,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
019-0475,3,4.11,738127,0,0,1,0.7424242424242424,213,14,18,0.0,92,93,95,95,96,96,96,95,96,96,96,96,96,96,96,97,97,98,98,553
019-0475,3,4.12,738535,0,0,2,0.36,213,14,18,0.0,0,0,0,0,0,0,0,0,0,0,1,2,2,16,26,29,37,45,42,98
019-0475,3,4.2,737699,0,0,4,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,425
019-0475,3,4.3,737845,0,0,2,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,468
019-0475,3,4.4,737941,0,0,2,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,255
019-0475,3,4.5,738265,0,0,2,0.7575757575757576,213,14,18,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,141
019-0475,3,4.6,738215,0,0,2,0.75,213,14,18,0.0,93,95,96,97,97,97,98,98,99,99,99,99,99,99,99,99,99,99,99,455
019-0475,3,4.7,738175,0,0,1,0.75,213,14,18,0.0,71,72,73,74,75,75,76,77,78,83,90,89,89,92,98,98,98,99,99,495
019-0475,3,4.8,738535,0,0,1,0.416,213,14,18,0.0,0,1,2,3,4,4,6,8,10,11,13,15,15,40,37,43,48,52,44,151
019-0475,3,4.9,738090,0,0,4,0.7348484848484849,213,14,18,0.0,74,76,78,82,83,83,85,86,87,88,92,93,93,95,96,96,96,97,97,580
019-0475,3,5,737480,0,0,4,0.3333333333333333,213,14,18,0.0,6,8,14,21,18,18,23,27,28,28,33,34,34,34,37,37,40,42,44,258
019-0475,3,5.11,738657,0,0,3,0.0,213,14,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
019-0475,3,7.1,738644,0,0,3,0.0,213,14,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
019-0475,3,7.1.8,738673,0,0,3,0.0,213,14,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
019-0475,3,7.4,738676,0,0,3,0.0,213,14,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
019-0475,3,8,738701,0,0,3,0.0,213,14,18,12032.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
019-0476,3,3,736933,0,0,3,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,795
019-0476,3,3.1,736933,0,0,3,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0476,3,3.11,736933,0,0,3,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,277
019-0476,3,3.13,737125,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91
019-0476,3,3.15,737468,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,153
019-0476,3,3.3,737179,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0476,3,3.8,737728,0,0,4,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0476,3,4,737468,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,655
019-0476,3,4.1.1,737601,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0476,3,4.10,738074,0,0,4,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,49
019-0476,3,4.11,737731,0,0,4,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,386
019-0476,3,4.12,738068,0,0,4,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,45
019-0476,3,4.2,737468,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,46
019-0476,3,4.3,737514,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,71
019-0476,3,4.4,737570,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,199
019-0476,3,4.5,737770,0,0,1,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,71
019-0476,3,4.6,737742,0,0,4,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,273
019-0476,3,4.7,737731,0,0,4,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,386
019-0476,3,4.8,737910,0,0,2,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,213
019-0476,3,4.9,737654,0,0,3,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,459
019-0476,3,5,738090,0,0,4,0.7575757575757576,3,19,31,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,209
019-0477,2,1,737416,0,0,1,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,490
019-0477,2,1.4.2,737824,0,0,2,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,82
019-0477,2,3,737607,0,0,3,0.75,95,12,16,0.0,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1062
019-0477,2,3.1,737837,0,0,2,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0477,2,3.11,737607,0,0,3,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,345
019-0477,2,3.13,738546,1,0,1,0.7575757575757576,95,12,16,0.0,0,0,0,0,0,0,4,6,10,21,30,33,33,38,45,52,59,60,59,93
019-0477,2,3.15,737907,0,0,2,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,491
019-0477,2,3.3,737809,0,0,1,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0477,2,3.8,737930,0,0,2,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0477,2,4,737091,0,0,2,0.7575757575757576,95,12,16,0.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,1547
019-0477,2,4.10,738410,0,0,4,0.7575757575757576,95,12,16,0.0,30,30,68,83,89,89,88,88,90,100,100,100,100,100,100,100,100,100,100,184
019-0477,2,4.11,737091,0,0,2,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1419
019-0477,2,4.12,738361,0,0,3,0.7575757575757576,95,12,16,0.0,90,90,90,95,95,95,95,95,96,97,97,97,97,98,100,100,100,100,100,277
019-0477,2,4.2,737972,0,0,3,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,158
019-0477,2,4.5,738048,0,0,4,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,190
019-0477,2,4.6,738049,0,0,4,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,425
019-0477,2,4.7,738034,0,0,4,0.7575757575757576,95,12,16,0.0,99,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,537
019-0477,2,4.8,738434,0,0,4,0.7575757575757576,95,12,16,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,76
019-0477,2,4.9,738001,0,0,3,0.7575757575757576,95,12,16,0.0,98,98,98,98,98,98,99,99,99,100,100,100,100,100,100,100,100,100,100,591
019-0477,2,5,737179,0,0,2,0.8839285714285714,123,12,16,0.0,47,47,46,46,56,56,79,82,87,91,90,90,93,96,99,99,99,99,99,1490
019-0477,2,5.11,738552,0,0,2,0.7575757575757576,95,12,16,0.0,0,0,0,0,0,0,0,0,0,75,75,75,80,80,100,100,100,100,100,32
019-0477,2,7.1,738505,0,0,1,0.8220338983050848,95,12,16,0.0,13,13,13,13,13,13,14,14,22,40,37,40,44,51,86,93,97,96,96,150
019-0477,2,7.1.8,738586,0,0,2,0.7575757575757576,95,12,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,1
019-0477,2,7.4,737543,0,0,2,0.7045454545454546,95,12,16,0.0,15,15,15,15,15,15,15,15,16,43,41,41,55,54,49,69,87,87,93,1128
019-0477,2,8,738613,0,0,2,0.0,95,12,16,3592.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
019-0478,2,1,737292,0,0,3,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,967
019-0478,2,3,737370,0,0,4,0.7575757575757576,97,3,20,0.0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1169
019-0478,2,3.1,737402,0,0,1,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,353
019-0478,2,3.11,737444,0,0,1,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,927
019-0478,2,3.13,738491,1,0,2,0.7575757575757576,97,3,20,0.0,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78
019-0478,2,3.15,737577,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,937
019-0478,2,3.3,737370,0,0,4,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102
019-0478,2,3.8,737962,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,39
019-0478,2,4,737551,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,964
019-0478,2,4.1.1,738333,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3
019-0478,2,4.10,738285,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,230
019-0478,2,4.11,737879,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,457
019-0478,2,4.12,738265,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,215
019-0478,2,4.2,737591,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90
019-0478,2,4.3,737615,0,0,3,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,153
019-0478,2,4.4,737638,0,0,3,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,633
019-0478,2,4.5,737952,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,321
019-0478,2,4.6,737998,0,0,3,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,510
019-0478,2,4.7,737972,0,0,3,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,426
019-0478,2,4.8,738207,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,308
019-0478,2,4.9,737913,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,595
019-0478,2,5,737920,0,0,2,0.7575757575757576,97,3,20,0.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,728
019-0478,2,5.11,738424,0,0,4,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90
019-0478,2,7.1,738300,0,0,2,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,208
019-0478,2,7.1.8,738508,0,0,1,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0478,2,7.4,738346,0,0,3,0.7575757575757576,97,3,20,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,166
019-0478,2,8,738515,0,0,1,0.0,97,3,20,21197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
019-0480,2,1,737459,0,0,2,14.285714285714286,482,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,83,83,83,83,83,83,83,83,769
019-0480,2,1.4.2,738137,0,0,1,2.0408163265306123,482,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,130
019-0480,2,3,737342,0,0,4,0.75,350,8,10,0.0,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,1371
019-0480,2,3.1,737801,0,0,1,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94
019-0480,2,3.11,737957,0,0,2,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,471
019-0480,2,3.13,738566,1,0,2,0.7575757575757576,350,8,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
019-0480,2,3.15,737850,0,0,2,0.7575757575757576,350,8,10,0.0,95,95,95,95,95,95,95,95,100,100,100,100,100,100,100,100,100,100,100,728
019-0480,2,3.3,737405,0,0,1,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67
019-0480,2,3.8,737972,0,0,3,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138
019-0480,2,4,737882,0,0,2,0.6818181818181818,350,8,10,0.0,81,81,82,84,84,85,85,86,86,87,87,87,87,88,88,88,89,89,90,829
019-0480,2,4.1.1,738536,0,0,2,0.7575757575757576,350,8,10,0.0,0,0,0,0,0,0,0,40,40,40,40,40,99,100,100,100,100,100,100,38
019-0480,2,4.10,738445,0,0,4,0.648,350,8,10,0.0,64,77,77,77,77,77,80,78,78,76,76,69,69,68,68,68,81,81,76,259
019-0480,2,4.11,738217,0,0,2,0.7380952380952381,350,8,10,0.0,85,83,83,83,83,83,85,85,85,86,86,86,85,85,85,89,90,90,93,454
019-0480,2,4.12,738326,0,0,2,0.5,350,8,10,0.0,57,57,57,57,57,57,57,58,58,58,58,58,58,61,61,61,61,62,66,373
019-0480,2,4.2,737930,0,0,2,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,49
019-0480,2,4.3,737882,0,0,2,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,310
019-0480,2,4.4,737902,0,0,2,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,252
019-0480,2,4.5,738169,0,0,1,0.7575757575757576,350,8,10,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,167
019-0480,2,4.6,738085,0,0,4,0.7575757575757576,350,8,10,0.0,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,100,536
019-0480,2,4.7,738068,0,0,4,0.6742424242424242,350,8,10,0.0,80,80,81,82,83,83,84,85,86,86,86,86,86,87,87,87,88,88,89,622
019-0480,2,4.8,738098,0,0,4,0.4621212121212121,350,8,10,0.0,44,44,44,48,48,48,48,49,49,49,49,48,58,58,58,58,59,60,61,613
019-0480,2,4.9,738041,0,0,4,0.75,350,8,10,0.0,87,87,90,92,92,92,92,93,93,97,97,97,97,97,97,98,98,98,99,637
019-0480,2,5,737585,0,0,2,0.2878787878787879,350,8,10,0.0,15,16,16,16,16,16,22,22,22,33,33,34,34,35,35,36,37,38,38,1167
019-0480,2,5.11,738557,0,0,3,0.0,350,8,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
019-0480,2,7.1,738622,0,0,2,0.0,350,8,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
019-0480,2,7.1.8,738659,0,0,3,0.0,350,8,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
019-0480,2,7.4,738662,0,0,3,0.0,350,8,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
019-0480,2,8,738672,0,0,2,0.0,350,8,10,14919.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
019-0481,2,1,737490,0,0,2,0.7575757575757576,140,9,13,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,738
019-0481,2,3,737383,0,0,4,0.7045454545454546,140,9,13,0.0,91,91,91,91,91,91,91,92,92,92,92,92,92,92,93,93,93,93,93,1358
019-0481,2,3.1,737497,0,0,2,0.7575757575757576,140,9,13,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96
019-0481,2,3.11,737672,0,0,4,0.75,140,9,13,0.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1004
019-0481,2,3.13,738578,1,0,4,0.7575757575757576,140,9,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
019-0481,2,3.15,737516,0,0,2,0.8857142857142857,140,9,13,0.0,91,91,91,91,91,91,91,91,92,92,92,92,92,92,93,92,92,92,92,1122
019-0481,2,3.3,737656,0,0,3,0.7575757575757576,140,9,13,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92
019-0481,2,3.8,738004,0,0,3,0.7575757575757576,140,9,13,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
019-0481,2,4,737419,0,0,1,0.5757575757575758,140,9,13,0.0,70,70,72,73,73,74,74,74,74,75,76,73,74,74,75,75,75,76,76,1412
019-0481,2,4.1.1,738631,0,0,3,0.0,140,9,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
019-0481,2,4.10,738552,0,0,1,0.868421052631579,140,9,13,0.0,0,0,2,2,2,2,5,5,5,5,66,62,62,62,62,62,62,62,62,174
019-0481,2,4.11,737970,0,0,2,13.571428571428571,218,9,13,0.0,95,95,95,95,95,95,95,95,95,95,95,94,94,94,94,94,94,94,94,670
